case_id,backend_key,backend,llm_model,force_field,calculator_backend,force_field_model,force_field_size,variant,best_energy_eV,success,run_path,iterations,wasted_iterations,waste_ratio,slip_count,dissociation_count,tokens_used
01,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-3.627323865890503,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/01,4,0,0.0,3,0,28857
01,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.627323865890503,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/01,4,0,0.0,3,0,26372
01,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.627323865890503,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/01,4,0,0.0,3,0,29003
01,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.630131483078003,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/01,5,0,0.0,4,0,27843
01,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.557255506515503,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/01,1,0,0.0,1,0,4278
01,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-3.630131483078003,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/01,4,0,0.0,3,0,32852
01,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.630131483078003,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/01,5,0,0.0,4,0,34868
01,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.623600721359253,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/01,3,0,0.0,2,0,29249
01,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.630131483078003,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/01,5,0,0.0,4,0,35690
01,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.557255506515503,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/01,1,0,0.0,1,0,5609
01,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/01,5,0,0.0,4,0,42814
01,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.5662882328033447,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/01,1,0,0.0,1,0,6411
01,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/01,5,0,0.0,4,0,39060
01,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/01,5,0,0.0,4,0,39753
01,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/01,5,0,0.0,4,0,40549
01,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/01,5,0,0.0,4,0,35177
01,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/01,5,0,0.0,4,0,33506
01,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/01,5,0,0.0,4,0,35214
01,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.6317179203033447,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/01,5,0,0.0,4,0,36283
01,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.6311686038970943,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/one_shot/01,1,0,0.0,0,0,6419
02,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/02,5,0,0.0,4,0,28966
02,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.764400482177734,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/02,5,0,0.0,4,0,27222
02,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/02,5,0,0.0,4,0,29099
02,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/02,5,0,0.0,4,0,28286
02,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.342861175537109,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/02,1,0,0.0,1,0,4565
02,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/02,5,0,0.0,4,0,38505
02,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/02,5,0,0.0,5,0,33480
02,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/02,5,0,0.0,5,0,38489
02,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.769039154052734,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/02,5,0,0.0,4,0,36787
02,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.342861175537109,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/02,1,0,0.0,1,0,5682
02,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-4.766019821166992,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/02,5,0,0.0,4,0,44171
02,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.342861175537109,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/02,1,0,0.0,1,0,7777
02,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.765775680541992,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/02,5,0,0.0,5,0,44141
02,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.765714645385742,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/02,5,0,0.0,5,0,47968
02,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.765958786010742,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/02,5,0,0.0,4,0,45053
02,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-4.765958786010742,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/02,5,0,0.0,4,0,38503
02,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-4.765958786010742,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/02,5,0,0.0,5,0,35712
02,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-4.759977340698242,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/02,5,0,0.0,4,0,36406
02,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-4.765958786010742,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/02,5,0,0.0,4,0,37383
02,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-4.150495529174805,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/one_shot/02,1,0,0.0,1,0,6507
03,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/03,2,0,0.0,1,0,15492
03,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/03,4,0,0.0,2,0,24410
03,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/03,5,0,0.0,2,0,27395
03,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/03,5,0,0.0,2,0,26720
03,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/03,1,0,0.0,0,0,4523
03,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/03,2,0,0.0,1,0,20732
03,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/03,5,0,0.0,3,0,33902
03,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/03,4,0,0.0,1,0,37362
03,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/03,5,0,0.0,2,0,35510
03,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/03,1,0,0.0,0,0,5741
03,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/03,5,0,0.0,3,0,26258
03,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/03,1,0,0.0,0,0,4258
03,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/03,5,0,0.0,3,0,25910
03,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/03,5,0,0.0,2,0,26477
03,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/03,5,0,0.0,3,0,25742
03,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/03,5,0,0.0,3,0,35502
03,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/03,5,0,0.0,3,0,32570
03,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/03,5,0,0.0,3,0,35005
03,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-3.351963758468628,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/03,5,0,0.0,3,0,33266
03,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-3.320255994796753,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/one_shot/03,1,0,0.0,1,0,5852
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/04,4,0,0.0,3,0,30763
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/04,5,0,0.0,4,0,27613
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/04,5,0,0.0,3,1,30442
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/04,5,0,0.0,4,0,29735
04,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.2427330017089844,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/04,1,0,0.0,1,0,5135
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-2.2848472595214844,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/04,5,0,0.0,4,1,40331
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.2833213806152344,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/04,5,0,0.0,5,0,35763
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.2851524353027344,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/04,5,0,0.0,4,0,39326
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.2427330017089844,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/04,5,0,0.0,4,1,38572
04,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-1.8452110290527344,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/04,1,0,0.0,1,0,6284
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-2.0603294372558594,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/04,5,0,0.0,4,3,44081
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.2852134704589844,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/04,1,0,0.0,1,0,3594
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.1948204040527344,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/04,5,0,0.0,4,2,43248
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.0389671325683594,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/04,5,0,0.0,4,3,43738
04,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-1.8452110290527344,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/04,5,0,0.0,5,4,48928
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/04,5,0,0.0,3,2,39382
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.0389671325683594,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/04,5,0,0.0,4,3,35759
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-1.8452110290527344,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/04,1,0,0.0,1,0,6256
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.2549095153808594,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/04,5,0,0.0,3,2,37742
04,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-1.657941818237305,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/one_shot/04,1,0,0.0,1,0,3201
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/full/05,4,0,0.0,1,0,27579
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_slip/05,2,0,0.0,0,0,14783
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_forbid/05,4,0,0.0,2,0,26342
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/no_termination/05,5,0,0.0,3,0,26963
05,gpt,gpt54_mace_mp0_small,gpt-5.4-2026-03-05,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.842610120773315,TRUE,research/results/basic_experiments/cmu20/gpt54_mace_mp0_small/one_shot/05,1,0,0.0,0,0,4586
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/full/05,3,0,0.0,1,0,30970
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961628675460815,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_slip/05,4,0,0.0,2,0,29142
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_forbid/05,5,0,0.0,2,0,35186
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/no_termination/05,4,0,0.0,2,0,30971
05,claude,claude_sonnet46_mace_mp0_small,claude-sonnet-4-6,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/claude_sonnet46_mace_mp0_small/one_shot/05,1,0,0.0,0,0,6010
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/full/05,5,0,0.0,3,0,40932
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,one_shot,-2.961628675460815,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/one_shot/05,1,0,0.0,0,0,7231
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_slip/05,5,0,0.0,3,0,37920
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_forbid/05,3,0,0.0,1,0,19939
05,gemini,gemini25pro_mace_mp0_small,gemini-2.5-pro,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/gemini25pro_mace_mp0_small/no_termination/05,5,0,0.0,3,0,38012
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,full,-2.961628675460815,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/full/05,5,0,0.0,3,0,33755
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_slip,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_slip/05,5,0,0.0,3,0,33696
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_forbid,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_forbid/05,5,0,0.0,3,0,33691
05,grok,grok4_mace_mp0_small,grok-4,MACE-MP-0 small,mace,mace_mp0,small,no_termination,-2.961643934249878,TRUE,research/results/basic_experiments/cmu20/grok4_mace_mp0_small/no_termination/05,5,0,0.0,3,0,33163
